         96906572 function calls (92862053 primitive calls) in 44.642 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _precord.py:1(<module>)
       16    0.000    0.000    0.000    0.000 __init__.py:759(mtime)
        1    0.000    0.000    0.000    0.000 harary_graph.py:1(<module>)
       13    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        1    0.000    0.000    0.000    0.000 broadcasting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 social.py:1(<module>)
      483    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       13    0.000    0.000    0.000    0.000 inspect.py:3051(replace)
        1    0.000    0.000    0.000    0.000 efficiency_measures.py:1(<module>)
       36    0.000    0.000    0.000    0.000 __init__.py:217(__eq__)
       36    0.000    0.000    0.000    0.000 __init__.py:391(parents)
        1    0.000    0.000    0.000    0.000 typing.py:2923(<generic parameters of SupportsRound>)
        4    0.000    0.000    0.000    0.000 functools.py:922(register)
        1    0.000    0.000    0.000    0.000 random_sequence.py:1(<module>)
      492    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:415(__init__)
        1    0.000    0.000    0.000    0.000 _pdeque.py:1(<module>)
        1    0.000    0.000    0.000    0.000 intersection.py:1(<module>)
      251    0.000    0.000    0.000    0.000 reportviews.py:180(__init__)
        1    0.000    0.000    0.000    0.000 weakly_connected.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:99(EnumSelect)
        1    0.000    0.000    0.000    0.000 main_window.py:486(_cleanup_compute_thread)
        1    0.000    0.000    0.000    0.000 greedy_coloring.py:1(<module>)
      166    0.000    0.000    0.000    0.000 __init__.py:102(section_pairs)
       12    0.000    0.000    0.000    0.000 typing.py:1842(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 _pbag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multigraph.py:1(<module>)
       31    0.000    0.000    0.000    0.000 <frozen _collections_abc>:792(get)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
      432    0.000    0.000    0.000    0.000 __init__.py:225(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:674(is_dir)
        1    0.000    0.000    0.000    0.000 modularitymatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 attracting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:1(<module>)
      697    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:656(has_location)
        1    0.000    0.000    0.000    0.000 line.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:231(__lt__)
        1    0.000    0.000    0.000    0.000 reciprocity.py:1(<module>)
       13    0.000    0.000    0.000    0.000 configs.py:109(__setattr__)
      309    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 nx_agraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 degree_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main_window.py:136(_load_output_level)
      674    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.000    0.000 internet_as_graphs.py:1(<module>)
       20    0.000    0.000    0.000    0.000 inspect.py:1725(getattr_static)
        1    0.000    0.000    0.000    0.000 steinertree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adjlist.py:1(<module>)
       88    0.000    0.000    0.000    0.000 <frozen codecs>:312(__init__)
        1    0.000    0.000    0.000    0.000 bipartitions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 katz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 current_flow_betweenness_subset.py:1(<module>)
       54    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
        1    0.000    0.000    0.000    0.000 disjoint_paths.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pairs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boundary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:62(b64decode)
        1    0.000    0.000    0.000    0.000 polynomials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nonisomorphic_trees.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pclass.py:1(<module>)
        1    0.000    0.000    0.000    0.000 node_classification.py:1(<module>)
        6    0.000    0.000    0.000    0.000 gettext.py:231(_expand_lang)
        1    0.000    0.000    0.000    0.000 duplication.py:1(<module>)
        1    0.000    0.000    0.000    0.000 astar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 betweenness_subset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 prettytable.py:167(PrettyTable)
       54    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 kcomponents.py:197(_AntiGraph)
       73    0.000    0.000    0.000    0.000 dataclasses.py:391(field)
      461    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 multiline_adjlist.py:1(<module>)
       41    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
        1    0.000    0.000    0.000    0.000 attrmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 communicability_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matrix.py:1(<module>)
        6    0.000    0.000    0.000    0.000 abc.py:25(_register)
        1    0.000    0.000    0.000    0.000 closeness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mycielski.py:1(<module>)
        4    0.000    0.000    0.000    0.000 enum.py:1583(__or__)
        1    0.000    0.000    0.000    0.000 isolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 networksimplex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clustering_coefficient.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eigenvector.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dominating_set.py:1(<module>)
        1    0.000    0.000    0.000    0.000 summarization.py:1(<module>)
       73    0.000    0.000    0.000    0.000 dataclasses.py:591(_field_init)
        1    0.000    0.000    0.000    0.000 relabel.py:1(<module>)
      195    0.000    0.000    0.000    0.000 contextlib.py:450(__exit__)
        1    0.000    0.000    0.000    0.000 pajek.py:1(<module>)
      197    0.000    0.000    0.000    0.000 _parser.py:83(groups)
       20    0.000    0.000    0.000    0.000 __init__.py:372(parts)
      408    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'PySide6.QtWidgets.QTextEdit' objects}
        1    0.000    0.000    0.000    0.000 factory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pagerank_alg.py:1(<module>)
       98    0.000    0.000    0.000    0.000 <frozen os>:786(encode)
       12    0.000    0.000    0.000    0.000 small.py:45(_raise_on_directed)
        1    0.000    0.000    0.000    0.000 decomposition.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dominance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:381(parent)
        1    0.000    0.000    0.000    0.000 sparsifiers.py:1(<module>)
       82    0.000    0.000    0.000    0.000 __init__.py:198(_str_normcase)
        4    0.000    0.000    0.000    0.000 annotationlib.py:452(__getitem__)
       13    0.000    0.000    0.000    0.000 __init__.py:1190(_read2)
        1    0.000    0.000    0.000    0.000 leda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:36(isfile)
        1    0.000    0.000    0.000    0.000 load.py:1(<module>)
        5    0.000    0.000    0.000    0.000 textwrap.py:416(dedent)
      427    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:917(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:222(Strategy)
        9    0.000    0.000    0.000    0.000 decorators.py:849(_name)
      101    0.000    0.000    0.000    0.000 decorators.py:311(py_random_state)
        1    0.000    0.000    0.000    0.000 {built-in method binascii.a2b_base64}
        1    0.000    0.000    0.000    0.000 divisive.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nx_pylab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 prettytable.py:66(TableStyle)
        1    0.000    0.000    0.000    0.000 enum_sig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graph.py:71(Graph)
        1    0.000    0.000    0.000    0.000 stoerwagner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asyn_fluid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graphmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reaching.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'setPage' of 'PySide6.QtWebEngineWidgets.QWebEngineView' objects}
        1    0.000    0.000    0.000    0.000 hybrid.py:1(<module>)
     10/1    0.000    0.000    0.000    0.000 factory_loader.py:100(get_dependency_tree)
        1    0.000    0.000    0.000    0.000 capacityscaling.py:1(<module>)
       16    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
       24    0.000    0.000    0.000    0.000 typing.py:3827(__getattr__)
       20    0.000    0.000    0.000    0.000 inspect.py:1686(_check_class)
        1    0.000    0.000    0.000    0.000 loader.py:100(move_into_pyside_package)
        1    0.000    0.000    0.000    0.000 gml.py:277(Pattern)
       16    0.000    0.000    0.000    0.000 __init__.py:222(_parts_normcase)
      432    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1337(<genexpr>)
        9    0.000    0.000    0.000    0.000 loader.py:54(finish_import)
      224    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       17    0.000    0.000    0.000    0.000 dataclasses.py:415(_fields_in_init_order)
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      166    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'setLayout' of 'PySide6.QtWidgets.QWidget' objects}
       44    0.000    0.000    0.000    0.000 quiet_web_engine_page.py:22(<genexpr>)
      393    0.000    0.000    0.000    0.000 enum.py:781(<genexpr>)
        1    0.000    0.000    0.000    0.000 unary.py:1(<module>)
       36    0.000    0.000    0.000    0.000 __init__.py:54(__init__)
        1    0.000    0.000    0.000    0.000 compute_recipe_worker.py:23(__init__)
      423    0.000    0.000    0.000    0.000 __init__.py:350(root)
       48    0.000    0.000    0.000    0.000 typing.py:3116(_get_typeddict_qualifiers)
        1    0.000    0.000    0.000    0.000 ramsey.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _checked_types.py:155(store_invariants)
        1    0.000    0.000    0.000    0.000 non_randomness.py:1(<module>)
      120    0.000    0.000    0.000    0.000 inspect.py:180(ismodule)
        1    0.000    0.000    0.000    0.000 _precord.py:9(__new__)
        1    0.000    0.000    0.000    0.000 chains.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gomory_hu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 file_util.py:22(create_output_dir)
       32    0.000    0.000    0.000    0.000 typing.py:1276(__getattr__)
        5    0.000    0.000    0.000    0.000 dag.py:165(topological_generations)
        1    0.000    0.000    0.000    0.000 time_dependent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stochastic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 density.py:1(<module>)
      108    0.000    0.000    0.000    0.000 _compiler.py:587(isstring)
      427    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:942(get_filename)
        1    0.000    0.000    0.000    0.000 extendability.py:1(<module>)
        1    0.000    0.000    0.000    0.000 current_flow_closeness.py:1(<module>)
      131    0.000    0.000    0.000    0.000 <frozen os>:790(decode)
       17    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        2    0.000    0.000    0.000    0.000 __init__.py:749(zip_children)
        1    0.000    0.000    0.000    0.000 mis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'start' of 'PySide6.QtCore.QThread' objects}
        1    0.000    0.000    0.000    0.000 _streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 redundancy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 richclub.py:1(<module>)
       13    0.000    0.000    0.000    0.000 __init__.py:1206(close)
        2    0.000    0.000    0.000    0.000 typing.py:2327(get_type_hints)
       26    0.000    0.000    0.000    0.000 typing.py:1026(_is_unpacked_typevartuple)
       16    0.000    0.000    0.000    0.000 __init__.py:804(search)
        1    0.000    0.000    0.000    0.000 preflowpush.py:1(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:199(_set_color)
        1    0.000    0.000    0.000    0.000 perfect_graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 node_link.py:1(<module>)
      334    0.000    0.000    0.000    0.000 inspect.py:657(getmro)
        1    0.000    0.000    0.000    0.000 bethehessianmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 second_order.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1011(get_code)
        1    0.000    0.000    0.000    0.000 lukes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:309(__init__)
        9    0.000    0.000    0.000    0.000 importhandler.py:28(finish_import)
